id,category,mvp_group,seed,problem_or_opportunity,solution_approach,is_offline_store,llm_expected_primary,llm_expected_primary_name,llm_expected_secondary,llm_expected_note,llm_why,auto_check,search_rank_of_expected,사람_확정_primary,사람_확정_secondary,사람_확정_note,사람_검수완료
D0167,구어체,카페·음식점,저온착즙 병입 주스 제조해서 구독배송+카페 납품,신선한 착즙주스 정기배송 원함. 슈퍼·보틀 주스는 첨가물 많고 맛·신선도 떨어짐. B2B 납품 수요도 있음.,소규모 제조공간에서 저온착즙해 냉장 병입한 250ml 주스 만들고 라벨 붙여서 구독형으로 당일·익일배송. 카페·오피스에 정기납품도 함. 포장·보존은 저온살균·단축 유통으로 처리.,False,155401,기타 비알코올 음료 제조업,940907,"주요 활동은 병입한 비알코올 음료(착즙주스) 제조이므로 제조업 코드, 별도로 자체 배송·구독 배송 인력·서비스가 있어 배달원 코드 보조 적용.",병입·조제한 과일·야채 음료를 생산·판매하므로 155401(기타 비알코올 음료 제조업)이 주분류. 소비자·B2B로 직접 배송·배달 서비스를 제공하므로 940907(음료품배달원) 관련 활동을 보조로 적시함.,OK,14,,,,
D0168,구어체,소매(오프라인·온라인),중고가구 리퍼브샵. 소파·식탁 수선해서 배송·설치까지 팔음,이사할때 기성 가구 버려지는거 많고 새거는 비싸서 중고 리퍼브 수요 있음. 친환경·가성비 소비 늘어남.,"온라인(인스타·당근)으로 가구 수거하고 샌딩·도색·방석 재제작해서 매장에 전시·소매. 소액 위탁판매, 수거·배송·설치비 별도 청구로 수익. 기업·카페 납품 소량 주문도 받을 예정.",True,524010,중고 가구 소매업,523311,주 업은 중고 가구를 수집·리퍼브해 판매하므로 '중고 가구 소매업(524010)' 주코드. 리퍼브 후 일반 가구 소매 성격도 있어 보조로 가구 소매 코드(523311) 사용 가능.,실제 주요 활동이 중고 가구를 수집·수선·판매하는 것이므로 중고 가구 소매업 코드가 가장 적합. 매장·설치 등 부가서비스 때문에 일반 가구 소매 코드도 보조로 연결함.,OK,1,,,,
D0169,구어체,소매(오프라인·온라인),LED·조명용품 판매+설치. 스마트전구랑 전선·소켓 판매하고 설치해줌,카페·사무실들 에너지절약·인테리어용 조명 교체하고 싶은데 제품 골라 설치하기 귀찮아함.,"오프라인 소형 매장+온라인몰로 LED램프, 조명기구, 전선, 스위치 등 소매. 소형 매장서 기본 설치(간단한 배선 교체 포함) 유상으로 제공. 기업 납품·정기 점검 계약으로 안정적 매출 확보.",True,523352,전기용품 및 조명장치 소매업,524001,"조명기구·전기용품 판매가 주된 활동이므로 '전기용품 및 조명장치 소매업(523352)'을 주코드로, 설치에 쓰는 공구·전동공구도 소매하면 '공구 소매업(524001)'을 보조 코드로 사용 가능.",제품(LED·조명·전기부품) 소매와 설치대행을 주로 하므로 전기용품·조명 소매업 코드가 적절함. 공구·설치장비 판매는 보조로 매칭됨.,OK,9,,,,
D0170,구어체,생활서비스(미용·수리·세탁 등),"휴대폰·스마트워치 분해수리, 액정·배터리 교체, 침수복원","동네에 보드수리 잘하는데 없음. 액정·배터리 교체 수요 엄청 많고, 침수폰 복원 문의도 자주 옴. 기업 출장으로 현장수리 계약도 가능할 듯.","작은 매장 열고 현장 수리 + 출장수리 한다. 부품 재고해 액정·배터리·카메라 모듈 교체, 기판 납땜(보드수리), 침수 세척·건조, 데이터 백업 유료로 제공. 수리한 중고폰 재판매·매입도 같이 운영.",True,922107,통신장비 수리업,922103,무선전화기(휴대폰) 등 통신장비 수리업(922107) 주분류. 보드·정밀전자 수리 성격은 922103 보조 가능.,"주된 서비스가 휴대폰·무선통신기기 수리(액정·배터리교체, 침수복원, 보드수리)이므로 922107이 적합. 기판 납땜 등 정밀 전자수리도 병행해 922103을 보조로 명시.",OK,1,,,,
D0171,구어체,생활서비스(미용·수리·세탁 등),"동네 코인빨래방(셀프)+수거배달, 간단 의류수선(지퍼·단수선)",주택가에 세탁기 부족한 1인 가구 많음. 빨래방 근처에 배달/수거 없는 곳이라 편의성으로 장사될듯. 수선 간단히도 같이 해주면 추가수익.,"코인/셀프형 대형세탁기·건조기 설치한 오프라인 매장 운영. 앱·전화로 수거배달 예약 받고 유료 픽업/배송. 추가로 지퍼교체, 단수선 같은 의류수선 서비스(간단 수선) 별도 요금으로 제공.",True,930100,가정용 세탁업,922105,"일반 대중 대상 세탁업(930100)을 주로 하고, 의복 수선(지퍼·단수선)은 922105 보조 분류 가능.",주사업은 대중 대상 세탁물 수거·세탁·건조 서비스로 930100 해당. 세탁과 병행하는 의류 간단 수선은 의복수리업(922105)으로 보조표기 적절.,OK,1,,,,
D0172,구어체,제조·가공,주방·욕실 맞춤 인조대리석 싱크대·상판·세면대 제작,"리모델링 많아 맞춤 상판 수요 많은데, 대형업체는 MOQ 높고 납기 길어서 소규모 빠른 제작 수요 있음. 색상·엣지 옵션 원하는 고객 많음.","아크릴·폴리에스테르 수지 기반 인조대리석 원자재 배합해 판재 제작 후 CNC·연마로 싱크대 상판, 세면대, 창턱, 벽 마감판, 소형 인테리어 소품(화분받침 등) 주문제작 및 시공 연계 판매. 온라인 주문+현장 측정·시공 패키지 제공.",True,269508,인조대리석 제품 제조업,269504,인조대리석 제품(상판·세면대 등) 제조,"아크릴/폴리에스테르 수지 혼합한 인조대리석 제품을 제조해 주문·가공하므로 인조대리석 제조업 코드(269508, 유사 269504)가 적합함.",OK,2,,,,
D0173,구어체,제조·가공,맞춤 철제 가구부품·관 연결구 제작(브래킷·파이프가구),카페·소형 가구·인테리어 업체가 소량 맞춤 파이프 가구·브래킷 필요함. 대량 공장 최저수량 때문에 소규모 납품처가 못구함.,"구입한 강판·강관 절단·절곡·나사내기·용접·도장해서 파이프용 연결구류, 선반 브래킷, 파이프 가구 프레임 등 맞춤 금속 부자재 제조·납품. 디자이너·시공사에 소량 주문 생산, 일부 조립 완제품도 판매.",False,271208,강관 가공품 및 관 연결구류 제조업,289201,강관 가공 및 기타 금속 가공 제품 제조,"주로 강관 절단·절곡·나사내기 등으로 관 연결구류·가구부품을 제작하므로 강관 가공품 및 관 연결구류 제조업(271208)이 1차 적합하고, 기타 금속가공(289201)을 보조 코드로 선택함.",OK,14,,,,
D0174,구어체,농업·스마트팜,"도심 창고에서 LED로 수경 재배해서 마이크로그린(바질, 루꼴라, 마이크로비트) 레스토랑에 정기납품",레스토랑들이 신선한 잎채소 꾸준히 원함. 외곽 농산물은 배송지연·신선도 떨어짐. 도심 근거리로 빠르게 공급하면 자리잡을 수 있음.,"도심 창고에 수경·LED 시설붙여 마이크로그린 집중재배. 소분 포장해 주1~2회 정기배송으로 레스토랑, 케이터링에 납품. 일부는 B2C 구독 소포장 판매.",False,011008,"채소, 화훼 및 과실작물 시설 재배업",512212,시설 내에서 채소류를 재배하는 활동이 주업(시설채소재배: 011008). 주요 판매처가 식당 대상 정기납품은 도매성 거래(512212)로 보조 표기 가능.,주된 활동은 시설(수경·LED)에서 채소(마이크로그린) 재배라 011008이 적합. 판매 방식이 도매 납품 중심이라 512212을 보조로 선택함.,검색밖,,,,,
D0175,구어체,농업·스마트팜,텃밭에서 노지채소랑 닭 키워서 농장 매장·주말장터에 채소바구니+계란세트 파는 소규모 귀농형 팜스토어,마을 주민이랑 당근 직거래 찾음. 도시 소비자들 주말 체험·직구매도 늘고 있음. 노지 채소랑 신선계란 같이 팔면 부가가치 높아짐.,"논·밭에서 계절별 노지채소 재배. 닭 50마리 사육해 계란 생산. 농장 내 매장(픽업)과 주말 직거래장터 참여해서 채소바구니+달걀세트 판매, 체험소규모 운영.",True,014301,작물재배 및 축산 복합농업,522040,작물재배와 가금류 사육을 복합적으로 운영하므로 복합농업 코드(014301)가 주업에 적합. 현장 소매 판매는 522040로 보조 표기.,채소 재배와 축산(닭·계란)이 함께 운영되는 형태라 작물재배 및 축산 복합농업(014301)이 주업 분류에 맞음. 현장·직거래 소매 활동은 채소 소매(522040)로 연결됨.,OK,7,,,,
D0176,구어체,앱·플랫폼·소프트웨어,"동네중고 위치기반 거래 앱 — 직거래/퀵배달 연결, 안전결제 처리",동네 사람들 중고거래는 sns·카톡에 흩어져서 사기걱정 많고 직거래 시간 맞추기 빡셈. 택배비 아까워서 소형거래가 잘 안됨.,"위치기반 매칭 앱 만들고 안전결제(에스크로) 넣음. 근거리 판매자 우선 노출, 퀵배달/편의점 픽업 연동. 거래당 5% 수수료 + 프리미엄 노출·광고 수익 모델.",False,525103,전자상거래 소매 중개업,642004,전자상거래 소매 중개업(플랫폼 통해 일반소비자 대상 상품 소매 중개) → 525103 우선. 포털형 정보중계 성격도 있어 642004 보조.,앱이 개인 간 물품 판매를 중개하고 거래·결제·배달 주선까지 플랫폼으로 연결하므로 전자상거래 소매 중개업(525103)에 해당. 커뮤니티·검색·정보중계 요소가 강하면 포털·인터넷 정보 매개(642004)가 보조 분류 가능.,검색33위,33,,,,
D0177,구어체,앱·플랫폼·소프트웨어,카페용 재고·발주 자동화 SaaS 앱 — POS 연동 월구독 서비스,동네 카페들 재고관리 엉망. 원두나 컵 발주 수작업이라 품절·과잉구매 자주 발생. 소규모는 고급 ERP 못씀.,"웹/SaaS로 POS·회계 연동해서 재고 자동집계, 임계치 자동발주 알림·발주서 자동생성. 초기 세팅비 받고 월구독(2만~5만). 추가로 커스텀 통합 개발 수익 확보.",False,722000,응용 소프트웨어 개발 및 공급업,940926,응용 소프트웨어 개발·공급업(업무처리용 소프트웨어 개발/공급) → 722000 우선. 1인 개발자 형태면 소프트웨어 프리랜서(940926) 보조.,서비스 핵심이 특정 업무(재고·발주) 처리를 자동화하는 응용 소프트웨어의 개발·공급이므로 722000이 적절. 만약 개인 프리랜서 형태로 제공하면 940926로도 볼 수 있음.,검색밖,,,,,
D0178,구어체,교육·콘텐츠,"혼자 만든 실무형 코딩 온라인 부트캠프(풀스택 JS, 프로젝트 + 월구독)","기초 강의는 많은데 실전 프로젝트랑 코드리뷰가 부족함. 직장인/대학생은 시간도 없고, 반복해서 보면서 공부할 구독형 콘텐츠 원함.","자체 제작한 녹화 강의(강사 1인 진행), 실무 프로젝트 과제+코드리뷰(멘토링), 월구독 플랜으로 강의·과제·커뮤니티 제공. 기업 연수 패키지 따로 판매하고, 실습노트·전자책(PDF) 별도 판매.",False,809016,온라인 교육학원,921505,온라인 교육학원(주요 활동) + 미디어콘텐츠 제작(강의 영상 제작 및 배포),주된 활동이 통신·인터넷으로 강의 내용물을 제작·보유·제공하는 온라인 교육에 해당하므로 809016이 적절. 영상 제작·편집·콘텐츠 창작 비중이 있어 921505를 보조로 선택함.,OK,1,,,,
D0179,구어체,교육·콘텐츠,동네 기타학원 + 자체 제작 연습곡 음원·교재 판매,"주말 성인 취미러 많고, 기존 학원은 레슨만 줘서 연습용 백킹트랙·정리된 악보가 없음. 원격 복습용 음원 파일·교재 수요 높음.",오프라인 1:1·그룹 기타 레슨+주말 밴드반 운영. 자체 제작한 연습용 백킹 트랙(음원)과 PDF 악보·교재를 유료 판매/다운로드 제공. 소규모 녹음 스튜디오로 레슨 녹음 파일도 판매함.,True,809009,음악학원,221300,음악학원(교육 주업) + 음악 음원 출판(연습용·교육용 음원 제작·판매),주된 수익은 현장 음악 교습이므로 809009 음악학원으로 분류. 자체 제작·배포하는 연습용 음원·오디오 자료가 있어 음악 및 기타 오디오물 출판업(221300)을 보조로 적절하게 연결함.,OK,3,,,,
